name,identifier,top_match,top_ent_num,score
VWE Automotive Solutions B.V.,724500GPUX7L5A2E2K60,HIVE AUTONOMOUS DRONE SOLUTIONS,49942,69.0909090909091
SEGREGATED ACCOUNT DC0001,9845009BB3C46A8E6D02,AL KHOBARA CO. ACCOUNTING-AUDITING STUDIES,39960,46.666666666666664
NWE CORP.,254900YLQ412ZLP2RV17,,,0.0
"Amperage Holdings 2, LLC",254900M1VM6F0N73PF78,ALMENOR HOLDINGS LIMITED,41496,74.28571428571429
PV 1790 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,529900QSCVTFA9VKLR98,CALLLYNC SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,57210,82.10526315789474
Blue Mountain Bridge Capital Limited,254900G3EZ4NTS3DVU69,"TALENT BRIDGE, S.A.",56539,58.53658536585367
SCAU ECOLOGICA S.R.L.,815600B0FF1F6B910072,ECOLOGY COSMONAUTICS AVIATION,50258,32.55813953488372
PV 1920 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,529900CRF0I9V4ROTB33,CALLLYNC SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,57210,82.10526315789474
S-Asset Allocation I GmbH & Co. Geschlossene Investment-KG,5299005BJL4EJDGCBE55,ALPHACONNECT INVESTMENTS II PTE. LTD.,55567,59.154929577464785
LA PINETA GERMIGNAGA S.R.L.,984500C1UVE1A64ARB73,LIMITED LIABILITY COMPANY GERMES,51204,48.484848484848484
HATARI Pfälzer Stube GmbH,984500364B3BA50A6A24,"PRIVREDNO DRUSTVO ZA PROIZVODNJU BETONSKIH STUBOVA, TRAFO-STANICA I PRATECIH ELEMENATA ZA IZGRADNJU I ODRZAVANJE ELEKTROENERGETSKIH OBJEKATA BETONJERKA DOO ALEKSINAC",33876,16.30434782608695
TEESWATER CONCRETE LTD.,98450063C4EK891FDC32,TGR CORPORATE CONCIERGE LTD,52079,53.65853658536586
"SALSA BIDCO, INC.",254900BTJ3IECQZAS049,,,0.0
EMA DS SHİP MANAGEMENT DENİZCİLİK VE LOJİSTİK HİZMETLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,984500A698AF0ECEB146,MAS LOGEX DIS TICARET VE LOJISTIK SANAYI LIMITED SIRKETI,51175,69.29133858267717
SINKI COMMODITIES PVT LTD,648800UX1UXOWPO2SX60,GOLDEN COMMODITIES LLC,26542,74.28571428571429
ARI PIZZA S.N.C. DEI 2 GARRITANO NICOLA & C.,815600018EC4842D8C92,FUSION PIZZA & PARRILLA,12426,47.45762711864406
subfundusz PKO Akcji Europejskich Dochodowy,259400EIERYZG74FHF03,GTLK EUROPE CAPITAL DAC,37862,42.42424242424242
SKY OFFICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400ZJSEUFAGMJGL68,CALLLYNC SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,57210,77.55102040816327
Personal Trust (Pty) Ltd,2549009C5SQUVDZ4TW95,AL-ANFAL TRUST,7140,62.06896551724138
Lilleskolernes Sammenslutning,984500E756948B41BA21,KOREA SAMMA SHIPPING CO,23713,53.06122448979591
"EAST LANGFORD, LLC",254900P9LP29TGR8E240,BANK OF EAST LAND,12696,66.66666666666667
Richardson Ridge Limited Partnership,9845003EZCCE4912F179,PORTEASE PARTNERS LLP,58403,57.77777777777777
Waligóra Fundacja Rodzinna w organizacji,2594002MZYMFK2OEIE21,WAFA HUMANITARIAN ORGANIZATION,6911,57.14285714285714
COSAN LUBRIFICANTES E ESPECIALIDADES S.A.,984500FE1ED0B9949H79,EMPRESA CUBANA IMPORTADORA DE COMBUSTIBLES Y LUBRICANTES,26934,56.17977528089888
The Schoenried Trust,254900IHCALHZAS6BI49,AL RASHEED TRUST,6912,75.86206896551724
GRIGOSERVICE SP S.R.L.,815600810DF25799A625,,,0.0
Lenoli Assets Korlátolt Felelősségű Társaság,98450064D6C8CEB65903,MATRIX METAL GROUP KORLATOLT FELELOSSEGU TARSASAG FELSZAMOLAS ALATT,49780,64.86486486486487
Raziya Rasheed Khan,64880079LK10P69E4F82,SARAFI RASHED,24537,62.5
INNTECK-USA Corp.,2549004FJU3R8KVQD837,,,0.0
VZEN TRADEMART I PRIVATE LIMITED,648800UODGI1RK3CZ351,VENTUS TRADE LIMITED,54619,64.28571428571428
RS TRADE COMERCIAL EXPORTADORA AGRICOLA LTDA,98450045F98D37668038,"COMERCIALIZADORA TRADE CLEAR, S.A. DE C.V.",21666,66.66666666666667
Wimbergergasse 7 Immobilienbesitz GmbH,9845005E869F6873F490,SERVICE IMMOBILIERE ANTIBES SAS,38036,50.0
"IRNM HOTEL CROMWELL, LLC",2549001QPMSWDL9FRB61,"HOTEL HOLDING, S.R.O.",28058,55.55555555555556
GLACIERFRONT AS,648800ZJB2BV727F1U69,,,0.0
"CARACOL HOLDINGS, LLC",984500E08507H1EA1534,DW CAPITAL HOLDINGS PTE. LTD.,55981,74.28571428571429
SHREE SHREE FASHION,64880010E25OXI7JSD65,SHREEGEE IMPEX PRIVATE LIMITED,51097,54.54545454545454
KRIMAL INFRA PRIVATE LIMITED,6488007HKWYLS7X11990,"AO, KRIMTETS",25118,52.17391304347826
KESTRA TECHNOLOGIES INC.,254900CHZX7FYPNCMT47,NEWAY TECHNOLOGIES LIMITED,45975,81.08108108108108
Olefalk Förvaltning AB,657400ZA2OARCFTUVU05,,,0.0
Air Street Capital II LP,254900JZ8Z5M55TMVF79,AVRORA CAPITAL SRO,40825,66.66666666666667
TMT Capital S.A.,6488007UAE8ABOL8YN75,RT-CAPITAL LLC,37790,85.71428571428572
CRIPPA SERRAMENTI SRL,529900IPCLR3WXPEJZ24,,,0.0
WP Infrastructure Growth Holdings Limited,2549008233ZEIMUUG756,LIMITED LIABILITY COMPANY INFRASTRACTURE HOLDING 3,45973,68.65671641791045
R LONGEVITY S.R.L.,5299002F741DFXTSJI68,LONGEVITY SHIPPING LIMITED,56836,68.96551724137932
Van Sleuwen Holding B.V.,72450047Z393CAR0DU06,SHUEN WAI HOLDING LIMITED,11298,77.77777777777779
ZENTARA TECH LTD,984500C783C6563BB656,TECHNOMAR,50497,66.66666666666667
NOTARAS FAMILY TRUST,9845000863F81CA86262,AL AMIN TRUST,6912,66.66666666666667
MARVS ADVISORY LTD,984500C1D5AF3F5CEE53,SINO RS ADVISORY PTE LTD,36277,73.33333333333334
OLI LTD,984500DB99404D4CF817,,,0.0
PODLOC LIMITED,984500C6AE8665F8CF68,,,0.0
LEAN AIR LIMITED,984500373ACA80FED165,,,0.0
PMF AB,636700YW4LXHRFJRY522,,,0.0
ZCS2 PROP LIMITED,254900N98SJ1XJEC7X33,SUN PROPERTIES LLC,27033,52.17391304347826
HEMLATA SHUKLA,648800J6EKDIFAHE0833,,,0.0
Elcoy B.V.,72450028CRFTYOR9U811,,,0.0
Finsight Holding B.V.,724500O798A1TPY1HR83,FANAP HOLDING,54977,68.96551724137932
PP Metallix Limited,254900AXYWVINBRQQY61,METALLEX LIMITED,54612,73.6842105263158
BDC S.R.L.,529900Y42P2ULU66QV80,,,0.0
ADGT Flex SPC,529900MEPHDTMDTOC102,FLEXOSEAL WATERPROOFING SOLUTIONS PTY LTD,39583,28.000000000000004
SHREE SHAKAMBHARI EXIMS PRIVATE LIMITED,6488003YVH6G101E6I56,SHREEJI GEMS LTD,54810,51.42857142857142
MEM Invest GmbH,391200A7Y75TKGUALL25,"M INVEST, OOO",29101,88.88888888888889
"BENAKNTIL VENTURES, UNIPESSOAL, LDA",894500PB7JXNX4CPRS94,BUSINESS UNITED UNIPESSOAL LDA,55549,66.66666666666667
CAPIT GLOBAL INVESTMENTS SOCIEDAD LIMITADA,254900R300JRWXOGKQ56,AL ZAWAYA GROUP FOR DEVELOPMENT AND INVESTMENT SOCIEDAD LIMITADA,45901,71.57894736842105
Allmend Grundstücks- und Dienstleistungsgesellschaft mbH & Co. KG,984500F47E0D94058455,GRUN GROUP CO LIMITED,50135,19.672131147540984
FISCHER-PARKETT GmbH,9845008F0CF91B502C73,CENTRAL PARK LIMITED,57509,59.25925925925925
Munot Investments B.V.,3912003MS8BJN6Y0EC89,MOMENT INVESTMENT LTD,25837,82.35294117647058
Zabel Office Network Beteiligungs GmbH,254900IUAFCX77ABKG17,USAMA BIN LADEN NETWORK,6366,50.0
Einspeisegesellschaft Kahnsdorf GbR,894500OPNJ26JQ5M6060,,,0.0
Mumtaz Properties Limited,984500E76F63A3U95A95,ORAMA PROPERTIES LTD,23272,78.78787878787878
Roju Holding B.V.,724500P1WRZP8AZU2G57,NOUR HOLDING SAL,28168,83.33333333333334
"ADJACENT MARKETS, INC.",2549006BGP3NSGIVZ783,ALFA CAPITAL MARKETS LTD,34699,66.66666666666667
STREE RATNA FOUNDATION,648800Q0JEMH3EB8M508,AL-RAHAMA RELIEF FOUNDATION LIMITED,9603,78.26086956521739
M. Kat Beheer B.V.,724500KX1KY8OA4FMY78,GHADIR TOSE-E SAAMANEHAYE BEHENGAAM,25946,38.297872340425535
Kataphygion B.V.,724500MIKTNKHKYDZK09,KATA'IB SAYYID AL-SHUHADA,46348,36.36363636363637
NFH 2605115 AS,636700Y7DYZWUZC4G953,,,0.0
NISHA GUPTA,64880076HORVLVCND067,,,0.0
BooLa B.V.,254900GHVWLZTDY41Q46,,,0.0
TAMANOR INC.,2549004MJ9R2Y28I7X73,TAMAYOZ LLC,29047,71.42857142857143
ADITYA SOLAR POWER,648800PM6XTP26152J62,LIMITED LIABILITY COMPANY POWERCOM RUS,51185,60.0
REPRESENTATIONS DIFEL 2012 SL,2549009X57Z7LLI1RZ31,REPRESENTACIONES ORIENTE S.R.L.,11413,64.15094339622642
WW OLYMPUS ACQUISITIONS LLC,254900FD31GJCKDG8895,BELARUSIAN NATIONAL OLYMPIC COMMITTEE,32676,46.666666666666664
SREE SIVANTHI SILK,64880041G7SUSWY4OU04,OOO SILKVEY,44721,48.0
MNI Consultancy B.V.,724500Q4LVUVHXA7MW97,RONIN CONSULTANCY,42978,87.5
Melkveehouderij Aalenhuis,7245005F8D6NX1OUH057,,,0.0
MOURITZ INVESTMENTS PTY LTD,254900IFJQUC1LJAY265,JOURNEY INVESTMENT COMPANY,52270,73.17073170731707
PARAG NAVNITRAY JOSHI,648800U6CKADUYBT4L04,PARA CHEMICAL INDUSTRIES,10887,48.88888888888889
VOWA B.V.,7245007ME9F9POO08C32,,,0.0
MHTL 1 PTY LTD,254900Q072PAZMW4RC62,,,0.0
"Sorø Fag- og Efterskole, S/I",63670057GLYC2R6ZB117,EFTEKHAR BANK,12028,35.89743589743589
Risk Advies B.V.,724500LRLC2VFYJ3KP16,KEY ADVISORS PTE. LTD.,55581,69.56521739130434
ANTRA CORPORATION,648800P23LXZBAZA0I59,CAVALLY ANTRO & BAR,55038,45.45454545454546
F.A.L.M. COSTRUZIONI METALLICHE SRL,8156009636F62A4D8A30,"DANDONG ZHICHENG METALLIC MATERIAL CO., LTD.",22603,55.73770491803278
NJK Anesthesiologie B.V.,724500RJ9K6W0IPV7B22,,,0.0
SHRI SHIVCHARAN YADAV SHIKSHA SAMITI,648800FG0EW9PBIAQV72,VEENA SHIVANI ESTATES PRIVATE LIMITED,56052,49.122807017543856
NV Vermögensverwaltung GmbH,391200SWSSZSKQO5I159,COMANDO VERMELHO,57817,34.285714285714285
NEXGON TECHNOLOGY PRIVATE LIMITED,648800Z2OTEX7G75ML62,"ANWEN TECHNOLOGY CO., LTD.",58362,84.84848484848484
MHTB PTY LTD,2549005PZWDNDNY9YO31,,,0.0
FORCONIA ENGINEERING SRL,8156002D40BDA5046E58,SERNIA ENGINEERING,35076,84.21052631578947
"Helios Investors IV, L.P.",254900ZFBVV2B9DTY037,MK INTERROS INVEST,40575,59.45945945945945
Infinity Strategic Consulting LTD.,984500C710BD7B1CED56,EVORIT STRATEGY CONSULTING LLC-FZ,58157,72.41379310344827
Jürgen Christiansen & Söhne GmbH & Co. KG,894500PAWGU4N5OYGO28,CHRISTODOULOS G. VASSILIADES & CO. LLC,42059,46.15384615384615
R K ELECTRICAL COMPANY,648800ZXZ8SQWXY5CG54,KHMER ELECTRICAL POWER CO LTD,57201,77.77777777777779
ORCHIDEA S.R.L.,529900PTWC72R94HYD85,ORCHIDIA REGIONAL GEN. TRAD. & CONT. CO.,48309,41.02564102564102
SATKAVI EQUIPMENTS AND RENTALS PRIVATE LIMITED,64880040ZTH13L896S50,SAFETY EQUIPMENT PROCUREMENT COMPANY,10975,66.66666666666667
Novanex,984500BFYA6I6AB3FC89,NOVASTREAM LIMITED,38096,58.82352941176471
NATURZ GROUP SDN. BHD.,254900I26Y121JK49N61,AHMAR GROUP FOR TRADING,47184,61.53846153846154
SAIESHA E-VEHICLES PRIVATE LIMITED,6488005WWQ5BHRV62X72,JSC 144 ARMORED VEHICLE REPAIR PLANT,45021,52.0
MHTL 2 PTY LTD,254900LIKA696QOMRN29,,,0.0
"POTOMAC RIVER INVESTMENT, LLC",9845001ADCV2F9B26F69,TADBIR INVESTMENT COMPANY,16007,73.17073170731707
THE CLARA WILMOT FAMILY PARTNERSHIP,984500B4ABC0FBE65B98,GREEN CAR RENT LIMITED PARTNERSHIP,9551,63.1578947368421
Kleuters Holding B.V.,724500XLP9471BVTWZ58,LTS HOLDING LIMITED,19045,81.4814814814815
Eslr Holding B.V.,7245002Y7PBB0NPFKL84,"DELVEST HOLDING, S.A.",651,74.07407407407408
easyheizen GmbH,2549002V111C7RK9WQ92,EASY CASH S. DE R.L.,15189,33.333333333333336
KRIPASHANKAR CHAURASIYA,6488005GR63ELWP36L72,AKTSIONERNOYE OBSHCHESTVO B-KRIPTO,48102,38.59649122807017
"Panda Assets, UAB",648800G8AOD5JQXUYB92,PANDA MALDIVES PVT LTD,44451,60.0
"UAB ""Ugdymo sprendimai""",648800O55FU9R3604R67,,,0.0
Entre Nous B.V.,724500SFZYK57499D883,IRON MOUNTAIN ENTREPRISES,24671,51.42857142857142
DVW Holding B.V.,724500MLIC2KY3VU8P81,"DELVEST HOLDING, S.A.",651,76.92307692307692
Frank Tangermann & Gregor Bondas KG,894500PAQXAD06D2T481,KOREA TANGUN TRADING CORPORATION,11599,43.99999999999999
"""RENOX SOCIETA' A RESPONSABILITA' LIMITATA"" O IN FORMA ABBREVIATA ""RENOX S.R.L.""",529900WCME0SWBDIR876,BAJER SOCIEDAD DE RESPONSABILIDAD LIMITADA,26469,60.37735849056604
NSW COMMERCIAL HOLDING PTY LTD,254900PBYDP76NBC6085,BAILEY HOLDINGS PTY LTD,39582,66.66666666666667
Vilentchik Holding GmbH,529900GHIXGSZEGJ9N61,KHITI HOLDING PRIVATE JSC,30163,70.96774193548387
Critical Insight Professional Services Ltd,254900L8JA1SAWACN461,GRANTS PROMOTION SERVICE LIMITED,51228,61.29032258064516
A.Z. S.R.L.,815600C63A36F2F05388,,,0.0
Splitfield UG (haftungsbeschränkt),529900ASPXFC3ISJ3012,SANAYE HAFTOME TIR,10863,43.99999999999999
WiFiMe Holding B.V.,724500BPSJ6Y1GGIPR92,IFIC HOLDING AG,11628,84.61538461538461
The Trustee For Pyle Brothers Trust,254900BYROP0AGV7UZ93,EKT KATRANGI BROTHERS,24744,58.33333333333333
Clean Aviation Technologies GmbH,391200LBGRQE00AQDB58,NVS NAVIGATION TECHNOLOGIES LTD,47565,85.18518518518519
RAKESH KUMAR SINGHAL,648800GP52ZY4U7JLH31,SINGH DAILY CULTURE PRESS LIMITED,29606,53.333333333333336
The Trustee For THE KUHLEWEIN FAMILY TRUST,254900T3NGMQJ64NJN07,SWIRU TRUSTEE LTD,38536,55.81395348837209
eGenius GmbH,391200YFO1VKU7TNDY86,,,0.0
INDEPENDENT VILLAGE MHC LLC,254900FBFTH4URFM0O11,INDEPENDENT INSURANCE GROUP LTD,40878,60.0
ROSEIDA GLEN MHC LLC,254900YSCE3XL818VQ62,ROSETTA GAMING SP ZOO,56336,53.333333333333336
CARTERS MILL ESTATES MHC LLC,254900SFK4QY9OTGLS38,"REAL ESTATES & HOLIDAY CITIES, S.A. DE C.V.",46213,59.25925925925925
PINE OAKS MHC LLC,254900TXOGCPQIZTFG43,GREEN PINE ASSOCIATED CORPORATION,12212,41.17647058823529
Gated Villa Apartments at Kearney LLC,2549005MFQUA1JEQF682,VILLA LEXA ESTATES SAS,38039,58.82352941176471
JYC FINAN LTD,894500PAFU6TQ7PBI075,"M-FINANS, OOO",29868,70.58823529411764
Petzke Family Investment GmbH,254900Y94AUIGRQ28A45,FULAM INVESTMENT LIMITED,55468,70.0
Global Value (D),636700G8ZJTW8LRHP889,MAINE GLOBAL CORP S.A.S.,56540,69.23076923076923
FARMACIA SETTEFARINE S.R.L.,5299000SKZHIAK5JC096,"FARMACIA JARLINE, S.A. DE C.V.",11245,71.7948717948718
W A R,254900KRM386VFHB7E09,,,0.0
FIDUCIARIA DE ADMINISTRACION DE INVERSIONES TURISTICAS S.L.,9598001MGZF35641PK26,ASOCIACION TURISTICA INTERNACIONAL S.C.S.,8734,60.67415730337078
RJPSL GREEN ENERGY PRIVATE LIMITED,648800I6FUFXRLP53O14,WORTH SEEN ENERGY LIMITED,56384,68.57142857142857
ADMINISTRACIONES FIDUCIARIAS ALEMANAS S.L,9598005XC8NKEKBADS91,"REEF ADMINISTRACION AVANZADA, S. DE R.L. DE C.V.",56817,67.53246753246754
OÜ E.P.B.C,894500PAAAN238DFUG09,,,0.0
GOREE POLYTECH PRIVATE LIMITED,648800CJKVTUWP2IMC97,COMPANY LIMITED CORTEM GORELTEX,50726,55.172413793103445
BALDEO SHIKSHA PRASAR SAMITI,648800CO6YYI7FZ45992,KOREA SAMILPO SHIPPING CO,19579,48.0
QUALGEM LTD,984500C36066779A1839,QUALITY AUTOS S.A.,17253,40.0
QUINNTANA COMMERCIAL LTD,984500452CE447864F50,AL-MUTAFAQ COMMERCIAL COMPANY,23721,78.94736842105263
H. DAUGAARD A/S,648800VWXMT63KXUOT64,,,0.0
TIESSE SNC DI SECCHIA FABIO E SECCHIA RICCARDO,8156002083671F15CF25,BLUE-STAR SECCION HOSTELERIA S.L.,11878,44.15584415584416
GA MANAGEMENT SOCIETA' A RESPONSABILITA' LIMITATA,8156004AE43C369D4974,BAJER SOCIEDAD DE RESPONSABILIDAD LIMITADA,26469,69.76744186046511
"EJIDOS COLIMA, HERMOSILLO, MEZQUITAL",254900VFRFGCKFTEF137,"RANCHO AGRICOLA GANADERO LOS MEZQUITES, S.A. DE C.V.",15699,53.333333333333336
JPH Holding 2026 ApS,984500C2C40A4D664C97,200G PSA HOLDINGS LLC,20264,72.72727272727273
OLIVRA HOLDING SRL,815600FC13886C655C04,NOUR HOLDING SAL,28168,76.92307692307692
Perplex Invest AB,984500K120CE2AA5C441,"TREID-INVEST, OOO",26674,69.23076923076923
Malahide Partners LLC,9845009FD9888C37DF84,LAVASANI AND PARTNERS COMPANY,57948,70.58823529411764
SRI MAHAVEER LOGISTICS,648800AN391SFFI7UA96,NAI LOGISTICS LIMITED,44252,68.57142857142857
Starmax Transport Ltd.,254900W7D1RTFOZBUD80,AZZA TRANSPORT,10369,77.41935483870968
DODKE LIFESPACES,648800JC6VFJZUFAEO40,SHREYA LIFE SCIENCES PRIVATE LIMITED,51297,44.44444444444444
ESB SERVICES S.R.L.,529900DGADM53YCP7R62,DENVAS SERVICES PRIVATE LIMITED,50786,81.4814814814815
HIFLOW SPUNTEX,648800CRHBUEA9PD1427,,,0.0
FAALCON CONCEPTS LIMITED,648800B7UO1HD5YLRB75,CONCEPTOSCREEN,36083,66.66666666666667
PBSA Hannover I S.à r.l.,254900XTSGYYYC6IRU78,,,0.0
BSL ENTERPRISES LLP,6488005HGOPNMEWIZO17,"BELLOSOM ENTERPRISE, INC.",11401,76.47058823529412
REALMARK REAL ESTATE LLP,648800SRJMTV894UMA62,RG REAL ESTATE GMBH AND CO. KG,44244,76.47058823529412
M. Krahforst Familienstiftung,254900EQQT9SVYRT5Q45,LA FONDATION FAMILLE GERTLER,23258,49.056603773584904
MOHAMMAD YUNUS,64880042GBPL9PYXKF83,MOHAMMED'S ARMY,6935,62.06896551724138
Never Eat Alone Invest II AB,9845005EAAC9913BE878,ALPHACONNECT INVESTMENTS II PTE. LTD.,55567,65.38461538461539
SIMBERG AQUASPRING PRIVATE LIMITED,648800IQ702VPW149223,SIMBIRSK DESIGN BUREAU,49943,55.00000000000001
M International Holding GmbH,9845009543D93FE2CA58,SIDAR INTERNATIONAL HOLDING COMPANY WLL,37484,88.0
JITENDRA SONI,648800INBE5LKNM0U533,SONIS CO,47415,44.44444444444444
RAM KRISHN,64880010B2DGDRX6BL27,AO PO KRISTALL,50352,41.666666666666664
SVANIC CORPORATION PRIVATE LIMITED,648800YGWL06RP279W78,,,0.0
IL VILLAGGIO DELLA SOLIDARIETÀ,815600EBEA3682457343,"GASOLINERAS LA VILLA, S.A. DE C.V.",13405,52.0
POWERBASE INDUSTRIAL SPACES LLP,64880051IK7I2YCE5Q30,SUPER SOURCES INDUSTRIAL CO LIMITED,54159,70.58823529411764
MINDCRAFT,98450047C41BE58DFF77,,,0.0
Global tradinov,894500O166R41OOT4O04,GLOBAL TRADELINE SARL,51067,83.87096774193549
JALAN AUTOMOBILES,894500OVCMDL61D5DK78,OJSC MINSK AUTOMOBILE PLANT,41318,76.92307692307692
Mullhyttans Utvecklings Aktiebolag,984500B8E6B8KD854361,EUROPAISCH-IRANISCHE HANDELSBANK AKTIENGESELLSCHAFT,25684,42.352941176470594
AAJIVAN BIO ENERGY LLP,648800E7LHS5T99WGI45,ALLIANCE ENERGY PVT. LIMITED,40979,66.66666666666667
KARMYOGI AVP REALTY LLP,648800T32RRA6KR0SC70,AKALI REALTORS,54356,60.60606060606061
Mercator Venture Group B.V.,724500RZZ4ZAAG3Y2G10,SEVEN SEAS GROUP S.A.R.L.,57213,63.1578947368421
RUBY GOLD LLP,648800OK4ZISH8N1GF96,PGR GOLD LLC,35316,70.58823529411764
ATRA Stahlhandel GmbH & Co. KG,984500158CA7HAAP7F57,ATRAN LIMITED LIABILITY COMPANY,50280,51.61290322580645
Sjon Mulder B.V.,7245000W8V7FTTV20N81,,,0.0
L'Antico B.V.,724500GKFTZMBCYUJI16,VH ANTIBES SAS,38038,55.55555555555556
SHREE BALAJI ENVIROTECH LLP,648800LXRD47FAQXOJ02,SHREYA LIFE SCIENCES PRIVATE LIMITED,51297,51.162790697674424
J.H.C. Reinders B.V.,724500SJLCJPRV08O417,OOO REINOLDS,50269,60.0
DHARHOHAR INDIA OPPORTUNITIES FUND,984500B7O676BB565A80,PALESTINIAN AID AND SUPPORT FUND,7917,54.83870967741935
Jaeger Agrar GbR,391200WIOFGBT9T7HQ11,AGRAT CHEMICALS AND PHARMACEUTICALS,57357,34.04255319148937
AGEEA 26,254900R6OEYCYFYVXP42,,,0.0
MGM S.R.L.,81560051F7FD91B36887,,,0.0
Samuel Holding ApS,648800V7P9EWXEVFGQ34,SHAM HOLDING COMPANY SAL,12744,84.61538461538461
MA.AS,6488007WXL13SIHRA711,,,0.0
CLINICA VETERINARIA DUE C S.R.L.,529900QOGK69PXNYDM46,MYANMAR WAR VETERAN'S ORGANIZATION,33536,47.45762711864406
Winfried Mamys Straßen- und Tiefbau GmbH,984500C801C030TC9F54,STRASSELINK PTE. LTD.,56383,39.13043478260869
T. Vestjens Beheer B.V.,724500DMEE0L5JKPEF05,LLC VEST-OST,41960,48.0
MILESTONE SALES LTD,648800FHUUAXMS9W0T54,MILETUS LINE LTD,52813,51.85185185185186
INGEKABEL COMUNICACIONES 2.0 SL,2549008G1L2G29RS1G24,DIFUSO COMUNICACIONES S.A.,28549,65.38461538461539
3 LD,648800VP1EF8Q4K08E49,,,0.0
HYPERION HOLDING S.R.L.,8156006D6DC8B61EBE72,PRINCE HOLDING PLC.,55612,80.0
PADMAVATHI VANUKURI,648800H700HGSFHW5U03,,,0.0
DHANRAJ HANWAL,648800GEAQ8BGJRP7798,,,0.0
PANTO' IMPIANTI ELETTRICI S.R.L.,8156006CCC9AA2C31D91,IMPIRE SHIPPING LIMITED,15720,35.89743589743589
B.V. IJzerhandel voorheen H. van Zoelen,724500GVXLBDY0OGTB92,ZOELLA TRADING LIMITED,57517,38.297872340425535
VIJAY LAXMI SINGH,648800IPNGHP0GWR1Y67,CCIC SINGAPORE PTE. LTD.,54168,45.16129032258065
RADHA MOHAN AGRAWAL,648800VKL9EFRXW7XX79,HAJI MOHAMMED QASIM HAWALA,15580,53.333333333333336
FIDO 2017 ApS,648800MOLFGYEU64ZO72,VABO 2017 LTD.,32124,66.66666666666667
Nijhof Nijverdal B.V.,724500SONO0K0FE3BV53,,,0.0
SHAKTI ENGINEERING WORKS,648800AWO41MOG0VL757,FATER ENGINEERING COMPANY,11792,73.17073170731707
DIGITAL CREDIT INFORMATION NETWORKS PRIVATE LIMITED,648800IRTP15VA3P5D82,SIMULATION & DIGITAL TWIN,50889,62.06896551724138
GLOBAL BUSINESS SOLUTION WEB S.R.L. SIGLA DENOM.: G.B.S. WEB S.R.L.,529900NCY9ZQ15IC1217,COSAILING BUSINESS TRADING COMPANY LIMITED,21552,51.35135135135135
CALENDULA VINCOM PRIVATE LIMITED,648800AOKX3KH6X6JQ70,,,0.0
Alvo Trading International B.V.,724500QFQIGRIAIBBN57,ATLAS INTERNATIONAL TRADING LIMITED,57507,90.56603773584906
BRIGS ESPRO SERVICES PRIVATE LIMITED,648800MKECOVNTK9L092,CROWN BUS SERVICES LTD,47454,73.6842105263158
GOPAL MITTAL,648800TL1SV5SK850Z43,,,0.0
Contemporary Amperex Technology Hungary Korlátolt Felelősségű Társaság,9845000FBUO0MBAF4A76,ARIAN PASARGAD COMMUNICATIONS AND INFORMATION TECHNOLOGY ECOSYSTEM DEVELOPMENT COMPANY,55015,54.16666666666667
GAMA S.R.L.,815600D3AF4F67BE9403,AL-GAMA'AT,4694,72.72727272727273
DNCR TRANSPORT PRIVATE LIMITED,648800F4X76S94GRFZ17,TRANSPORTES LC,13431,72.0
Familienstiftung von Ryssel,391200ACTWDSSDFFMW95,LA FONDATION FAMILLE GERTLER,23258,50.0
OCEAN TREASURE IMPEX PRIVATE LIMITED,6488008L5IDY859UTO88,HEROIC TREASURE LIMITED,35377,68.57142857142857
PODOSERVICE 2002 S.L.(SOCIEDAD UNIPERSONAL),959800J7JT7QHTLUTP87,ISSA EMPRESA UNIPERSONAL,15711,59.375
Bellavista II ES VI,391200BH8CT2JZHI2614,BELLUGA IC VE DIS TICARET LIMITED SIRKETI,48906,50.0
HCM I GmbH & Co. KG,529900LQ6NYBN6M8KD84,,,0.0
Eigenbetrieb Städtische Liegenschaften der Stadt Weil,3912009BYN9B3GBZKK18,,,0.0
Bellavista II IVP XIX,391200BRE6OJ41I28044,BELLUGA IC VE DIS TICARET LIMITED SIRKETI,48906,48.14814814814815
Alkagesta Capital Malta p.l.c.,984500E44E45Y7D80D18,ALFA CAPITAL MARKETS LTD,34699,69.76744186046511
SUBHASH NIWAR CO.,894500P9TNZR6ADSVS08,,,0.0
DK & V A/S,6488009FWVRL6RIEPD52,,,0.0
notaris Jeroen Brysse,648800AG1FB6KHI8E204,,,0.0
SAIBABA ELECTROHUB PRIVATE LIMITED,894500P9O4FZJB1X8857,SPETSIAL ELECTRONIK OOO,43108,59.45945945945945
"NLIP IL, LP",25490090Q7SKTGPPXQ38,,,0.0
DHANSHREE AUTOVISTA LLP,6488005VLUBFVVL11D43,REG AUTO SHANGHAI INDUSTRY LTD,52191,53.333333333333336
KDM Vermögensverwaltung eGbR,391200NUGUT2YHY5TH30,COMANDO VERMELHO,57817,36.36363636363637
